gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
LENG8	0	4	0	0	4	67.55765348969067	0	0	3.5429207118916883	0.048542873699827016	0.9197730247028132	0.11584948994746835	0.08148644134022767	0.6560654474341984	0.9790755787452324	0.9259316552563779	1	0.05345758386260968	0.9999999218089236
DIAPH1	0	3	0	0	7	42.49021489562975	0	0	4.261663267937273	0.11846602873345713	0.9088572111205374	0.24545186706360012	0.038488920025713934	0.675099813486543	0.9790755787452324	0.9950479874714564	1	0.05349028887662055	0.9999999218089236
KNTC1	0	9	0	0	1	111.07076325833897	0	0	0.35068502521552336	0.007867269527110254	0.8865746311372277	0.013023620046981543	0.7266151117169912	0.4682829788246911	0.9790755787452324	0.6429762956950671	1	0.05356478339626636	0.9999999218089236
TEX13C	10	33	0	0	1	2.2775030713808877	0	0	0.7796920580747553	0.014924045970116984	0.2666031529815688	0.01716108158778107	0.5518649084441853	0.5548120861007616	0.9790755787452324	0.7247253620675631	1	0.053599451529848574	0.9999999218089236
CITED2	0	1	0	0	3	31.031596359244617	0	0	8.42406419267725	0.24298806259701233	0.9616314040115291	0.4976084713622221	0.0190623027834687	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8529394514423787	0.05366916834925961	0.9999999218089236
CDH24	3	0	0	0	3	0	0	0	2.835416728266976	0.02412992054750973	0.4469632779091005	0.06915678755303234	0.1372647346585065	0.6079574717268228	0.9790755787452324	0.888505369753462	1	0.053702818345258585	0.9999999218089236
ZNF493	2	15	0	0	0	5.482220687298354	0	0	0	0.005513647717221293	0.5082605551419188	0.009505161366555437	1	0.3898579112139265	0.9790755787452324	0.5534443352507299	1	0.05376043537660691	0.9999999218089236
EBF3	0	1	2	0	0	20.393735882545908	438.8461342504728	438.8461342504728	0	0.3298857148287576	0.0028674345268464574	0.009505423271318536	1	0.694225922091787	0.6066494090276027	0.5534443352507299	1	0.05376165478070871	0.9999999218089236
ITGA1	0	7	0	0	2	101.67024771903623	0	0	1.313582891061537	0.01257833650123219	0.9019146388661394	0.026675883074885554	0.3590736748144127	0.5297699718797212	0.9790755787452324	0.8729928148338201	1	0.054102111062784286	0.9999999218089236
KLHDC3	1	2	0	0	4	1.9623348798024376	0	0	8.09414000758545	0.5665701702165324	0.672338024625164	0.7415389018729716	0.012921518629605331	0.9474697189904201	0.9790755787452324	0.9950479874714564	0.7477416615036709	0.054116991212110443	0.9999999218089236
LTBP4	3	3	0	0	11	0.6035437069683545	0	0	5.246247977224231	0.5367947882509003	0.3873983272200925	0.6167693750426329	0.015546740829800168	0.9158637586356525	0.9790755787452324	0.9950479874714564	0.7942303504231771	0.0541492677749833	0.9999999218089236
GSTK1	0	1	0	0	3	32.1577604439426	0	0	8.215695113706435	0.2363028181513317	0.9407243479150197	0.4765167345431848	0.020127100865688672	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8626857991843225	0.05415924385706716	0.9999999218089236
SHC1	0	1	0	0	5	20.28833126725369	0	0	6.62405047629322	0.3310438596946357	0.9329777072791137	0.598267381891382	0.01604272632479111	0.6947442964065651	0.9790755787452324	0.9950479874714564	0.8047825391384902	0.054191488774025465	0.9999999218089236
SFTPB	2	0	0	0	3	0	0	0	6.086496641829634	0.11410758587065739	0.5234719630825884	0.2563664501784674	0.03743837465660604	0.675099813486543	0.9790755787452324	0.9950479874714564	1	0.0541919688876904	0.9999999218089236
CEP41	0	1	2	0	0	27.468851324473764	469.13130892557416	469.13130892557416	0	0.26672292014282206	0.002513187426946173	0.009609492100719819	1	0.6849084872670016	0.5754903538597683	0.5534443352507299	1	0.05424562046743986	0.9999999218089236
OR5K1	1	0	1	0	1	0	37.757413206423394	37.757413206423394	2.508135617237239	0.29176104082064724	0.03165339222102015	0.03416122708249991	0.28188691790426834	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.05433901470918767	0.9999999218089236
NCKAP1	0	2	1	0	6	28.791136483572664	107.02192149423195	107.02192149423195	4.096989810006908	0.2113323108916656	0.07973007955878475	0.20635387942876815	0.04671060593560621	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.05438224376873779	0.9999999218089236
ULBP2	0	5	0	0	0	185.1073966725244	0	0	0	0.0028094147177291084	0.9446412625643061	0.00963921237412646	1	0.26376432975518366	0.9790755787452324	0.5534443352507299	1	0.05438362534139718	0.9999999218089236
NCOR2	12	16	0	0	12	0.7755239691965425	0	0	3.6978794706622993	0.5082659374835634	0.09092340743722205	0.22500147923985003	0.04311657506244759	0.8835121824245941	0.9790755787452324	0.9950479874714564	1	0.054671599681821004	0.9999999218089236
TNS3	4	21	0	0	1	3.229343392619614	0	0	0.4968037857219916	0.014993380460799455	0.31397719169065375	0.014854022533576594	0.6555475487602294	0.5548120861007616	0.9790755787452324	0.6784120328524592	1	0.054839452479990225	0.9999999218089236
CASP8	0	1	2	0	0	23.460038076279183	450.08866473412013	450.08866473412013	0	0.29931402939404383	0.002727821090948268	0.00974097985262179	1	0.6877032921969511	0.5899367746024121	0.5560071315291217	1	0.05485548608334023	0.9999999218089236
EEPD1	0	5	1	0	1	106.81918775836378	290.0500059346459	290.0500059346459	1.3596735188180822	0.01451321710411313	0.028296750022593353	0.02340842509280261	0.4173817701036406	0.5495822134522529	0.8900320297204208	0.8314262518363322	1	0.054991003848613995	0.9999999218089236
DBN1	2	2	0	0	6	0.7989460721013525	0	0	6.6811543597095415	0.8216102676601655	0.493420520883905	0.7861578982764941	0.012450418659342526	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7299245445344666	0.05507311923893621	0.9999999218089236
STK11	0	1	0	0	4	24.426598728973165	0	0	7.142985306233242	0.2907791664235405	0.937143683464042	0.550012380858599	0.017805776979261355	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8371295727641136	0.0550981144440158	0.9999999218089236
TNNT3	0	1	0	1	2	32.558419778379466	163.55407334599198	163.55407334599198	5.740843746120793	0.23400801764274348	0.051774106386608953	0.14467423374772503	0.067756629108473	0.6849084872670016	0.9064765724451106	0.9591911304025326	1	0.05514085757199405	0.9999999218089236
SLC25A5	12	11	0	0	3	1.1264798375693168	0	0	7.776059254778998	0.7754802905450855	0.22303565355832866	0.4334899510370471	0.022648497221665707	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.8950223457109554	0.0552114134740892	0.9999999218089236
ARF3	0	1	1	0	1	45.87525391505613	464.0486566432072	464.0486566432072	4.258318163331356	0.17621431008126376	0.01706625215459423	0.0521020589195923	0.18869421894794985	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.05527364350787878	0.9999999218089236
RRP1	0	5	0	1	1	112.90759764708177	208.0189307624059	208.0189307624059	1.6775192764638676	0.012503936601189647	0.04026795300632757	0.026713336108696306	0.36833058588265305	0.5297699718797212	0.8900320297204208	0.8729928148338201	1	0.05531053184460022	0.9999999218089236
BCL3	3	1	0	0	4	0.3135738882578248	0	0	6.81330906133017	0.27749143503825335	0.5450540788302748	0.4915020439685318	0.020024637679669135	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8626857991843225	0.055323524921599865	0.9999999218089236
ADARB2	0	8	0	0	0	148.91549934795714	0	0	0	0.003052313069363044	0.9412166508476942	0.00984578545001824	1	0.2789212280848934	0.9790755787452324	0.557414195616291	1	0.055340322345531434	0.9999999218089236
RNF31	1	1	0	2	3	0.6223315785675938	11.697608914981274	11.697608914981274	2.166860873419311	0.7355376888600555	0.039398665453220794	0.05033195137276025	0.19591199403077195	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.05540891720615271	0.9999999218089236
OR10G9	0	4	0	0	1	134.2104655591182	0	0	2.4840189286099577	0.010165544279668648	0.964672795620814	0.03479238068510515	0.28381967513092854	0.5179637535588235	0.9790755787452324	0.8884328472409911	1	0.055474172879215966	0.9999999218089236
ZFPM2	0	7	0	0	2	105.94253167369833	0	0	1.3455102529970604	0.011118524715868716	0.9189789436450162	0.02806384488337421	0.35238093737244325	0.5206905284171354	0.9790755787452324	0.8729928148338201	1	0.05554066654857481	0.9999999218089236
CCNG1	0	1	0	0	3	35.956605226717514	0	0	7.854870666145001	0.21612509087184129	0.9411927873693904	0.4465826419693637	0.022166678752388817	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8930374617303443	0.055587240003285854	0.9999999218089236
ZBTB17	1	2	2	0	2	1.48191387810067	20.458006825610063	20.458006825610063	1.911255007956367	0.7403410477467167	0.013512315117782059	0.03820139623313579	0.2593882585715333	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.05563218673229442	0.9999999218089236
POP4	0	0	1	0	1	0	358.08700052283746	358.08700052283746	3.5068502521552345	0.8374715301722223	0.022573332265432344	0.045172277969185104	0.2199006898466528	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.055744844834207274	0.9999999218089236
CNPY4	0	2	0	0	2	74.63370332425359	0	0	6.225011290974352	0.06518703572654849	0.9351430309758473	0.1653008998689509	0.06010815442995543	0.6593357651908739	0.9790755787452324	0.9817686836099291	1	0.05575645221843173	0.9999999218089236
ERVW-1	3	3	3	0	0	0.8806902333719494	13.175838603932725	13.175838603932725	0	0.8759443153112134	0.004549817259262845	0.00994031692031827	1	0.9515866181917966	0.7084611450743361	0.5582751297239803	1	0.055776672661835947	0.9999999218089236
NET1	0	2	0	1	3	40.220965391616666	186.06737429767858	186.06737429767858	3.8945422398306877	0.14700814788932615	0.04526738078258419	0.11825801947326164	0.08423149014810936	0.6849084872670016	0.8900320297204208	0.9259316552563779	1	0.055872250850201866	0.9999999218089236
MMS19	3	0	0	0	3	0	0	0	2.2551326063811064	0.019815882666240903	0.3193324341971939	0.053554683455865004	0.186448201514742	0.5934629488173081	0.9790755787452324	0.8884328472409911	1	0.05598341651347416	0.9999999218089236
LHFPL5	0	1	0	1	1	38.390042712145465	564.0334393572826	564.0334393572826	3.5227904805741215	0.20483814088252095	0.013814756467724454	0.0455913382075841	0.219131843716772	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.056008012709994004	0.9999999218089236
ABCF2	5	1	0	0	3	0.16788529601372265	0	0	3.7260283929149365	0.0554141885319005	0.25550756459814883	0.11054962052067918	0.09056705028680605	0.6560654474341984	0.9790755787452324	0.9235380544365746	1	0.05610766129959721	0.9999999218089236
SLC2A5	0	0	0	0	5	0	0	0	7.7192620092261635	0.810232571895109	0.9312028948404777	0.9697223576665812	0.010348596046352729	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.6925738111973603	0.05621404087876991	0.9999999218089236
C7orf50	0	3	0	0	1	128.54397738419107	0	0	3.9744302857759326	0.016344022730275465	0.9472679167063528	0.05050863430490915	0.19938242724517036	0.5605190556707724	0.9790755787452324	0.8884328472409911	1	0.05637627524505984	0.9999999218089236
PTER	0	5	1	0	0	145.76073627088093	362.2707490316619	362.2707490316619	0	0.005996682238750717	0.022292984959815465	0.010071348983321293	1	0.39972405169535596	0.8900320297204208	0.5626293617191203	1	0.056380022140009034	0.9999999218089236
GBA2	1	0	0	0	6	0	0	0	5.010865769782156	0.16617974627404852	0.5536145257044875	0.3562819723322932	0.028274974341815987	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.9841829126617326	0.05639158430625624	0.9999999218089236
PPP1R35	0	4	0	0	1	121.65617384203722	0	0	3.051235849316168	0.013072151422878209	0.9498722035117355	0.04127387782665981	0.24441499167404643	0.5305849766666872	0.9790755787452324	0.8884328472409911	1	0.056456361654996456	0.9999999218089236
SYK	0	2	0	1	3	41.10653426312901	204.51670660001585	204.51670660001585	3.6557259704071075	0.14330287106142459	0.04099391142784925	0.10819625045360148	0.09339864484728888	0.6849084872670016	0.8900320297204208	0.9203992167696452	1	0.05653645595185686	0.9999999218089236
CYP27A1	0	3	0	0	3	65.50068739943129	0	0	4.370379167629549	0.06065055533959818	0.9237526131508891	0.1461563595958234	0.06925845345622443	0.6560654474341984	0.9790755787452324	0.9591911304025326	1	0.056615379266405585	0.9999999218089236
ERBB2	3	8	0	1	9	1.7085919896875146	1.997670717929952	1.997670717929952	5.553443591987867	0.4099021820518274	0.572922897056857	0.6795232372186892	0.014901336348474426	0.7667053691578674	0.9790755787452324	0.9950479874714564	0.7807281445661267	0.05663026409928085	0.9999999218089236
ABCF2-H2BK1	5	1	0	0	3	0.1671203828476181	0	0	3.6614830191794026	0.0547277372758872	0.2510294434733574	0.10871504653409747	0.09316235473783509	0.6560654474341984	0.9790755787452324	0.9203992167696452	1	0.056641035545909935	0.9999999218089236
USO1	0	2	2	0	2	31.93277854608589	237.42574224731914	237.42574224731914	1.59140432387332	0.18995253898906617	0.009327571141465874	0.033098210984425225	0.3066193326901858	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.05673470822633997	0.9999999218089236
INAVA	0	2	0	1	3	36.571810737937945	241.28899376832763	241.28899376832763	3.429265069585428	0.16390038261840834	0.034423825846594425	0.09833843934600028	0.10336579858465719	0.6849084872670016	0.8900320297204208	0.9038183966191031	1	0.05680942705035785	0.9999999218089236
CADM4	1	2	0	0	4	1.962291541940877	0	0	7.969294660424748	0.5665831061856634	0.6940731717004618	0.7554241612880493	0.013457504124588527	0.9474697189904201	0.9790755787452324	0.9950479874714564	0.7494119715877214	0.05681535779861324	0.9999999218089236
NIPA1	1	9	0	0	0	10.297916964785442	0	0	0	0.0031745179804731904	0.765032867592438	0.010167474016275158	1	0.2813759719115228	0.9790755787452324	0.5637778063558705	1	0.05682155359307395	0.9999999218089236
OAZ1	3	0	0	0	2	0	0	0	6.768680399356392	0.08064826526606539	0.5264022836428811	0.19224573833207992	0.05296847476719603	0.6682579119364397	0.9790755787452324	0.9950479874714564	1	0.0568926164319743	0.9999999218089236
KRT14	1	0	0	0	4	0	0	0	6.554028801068134	0.2247423799983529	0.7125635563436162	0.46258517587704395	0.02201718627507685	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8930374617303443	0.05690115019814268	0.9999999218089236
NT5M	0	2	1	0	1	64.67755326479724	416.05950287770446	416.05950287770446	3.2979315137289653	0.07996811220518285	0.019202933655850907	0.044303481312206516	0.230500884381975	0.6678143589343853	0.8900320297204208	0.8884328472409911	1	0.05702572805457029	0.9999999218089236
ITGAX	3	8	0	0	7	1.8023787229441408	0	0	4.636835333405254	0.36334921642894147	0.34426115603318685	0.33208635052427105	0.03086257208019507	0.7193072771127864	0.9790755787452324	0.9950479874714564	1	0.05719549292224879	0.9999999218089236
MIDN	1	1	0	0	5	0.8419653604474943	0	0	7.568495173108465	0.9022074608616276	0.719627674587533	0.9347061070517811	0.010967717564825688	0.9528714974410961	0.9790755787452324	0.9950479874714564	0.7050406602021163	0.05720718981842543	0.9999999218089236
CTNNA3	0	4	0	0	4	64.84141096242986	0	0	3.459883507706727	0.05253531972295278	0.9141611530890781	0.12059206727112248	0.08506686073936817	0.6560654474341984	0.9790755787452324	0.9259316552563779	1	0.05723831545696112	0.9999999218089236
SAMD5	0	5	0	0	0	187.76229679366367	0	0	0	0.002679667430436461	0.964726984477289	0.010264462077133829	1	0.2544246188586111	0.9790755787452324	0.5637778063558705	1	0.0572661281495771	0.9999999218089236
SERPINE3	0	6	0	0	0	162.2301122198006	0	0	0	0.003274520598775088	0.9356231084693892	0.010273448109418437	1	0.28655006972787295	0.9790755787452324	0.5637778063558705	1	0.057307271866897436	0.9999999218089236
AKR1E2	0	2	1	1	0	62.66311055409426	456.2759918368743	456.2759918368743	0	0.0835565670837739	0.0026552166679969513	0.01028263056187495	1	0.6696210356282365	0.5899367746024121	0.5637778063558705	1	0.05734930680003181	0.9999999218089236
PIGT	0	1	0	0	5	20.960922626068843	0	0	6.394504172659298	0.3237858290505551	0.924918152207847	0.5828256175420492	0.0176768480976187	0.690307121431671	0.9790755787452324	0.9950479874714564	0.8362267764668043	0.05744032706726043	0.9999999218089236
SLC16A3	0	4	0	0	2	94.12510032974991	0	0	3.3262399387395143	0.02414341622377547	0.9551387542615021	0.07290357657843838	0.14149520513616667	0.6079574717268228	0.9790755787452324	0.8961300455764623	1	0.057499737409742235	0.9999999218089236
FOXD4L3	0	5	1	0	0	114.10910572076017	657.5664034488841	657.5664034488841	0	0.012147963753332602	0.011695407433479854	0.010336613304103959	1	0.5297699718797212	0.8900320297204208	0.5651456217726951	1	0.05759626050614608	0.9999999218089236
PGAP6	1	2	1	0	5	1.5506042865859624	10.423567737035343	10.423567737035343	5.019520114807687	0.7112378138059553	0.12936210046515084	0.313219931019314	0.033006444319318984	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.057603863296120106	0.9999999218089236
ELN	2	0	0	0	4	0	0	0	3.939079571671191	0.06255529154554262	0.4429036677510263	0.1548511122734959	0.06678660443399857	0.6592051780456611	0.9790755787452324	0.96446256510595	1	0.05762079590070224	0.9999999218089236
OAZ2	0	0	1	0	1	0	335.57285065875203	335.57285065875203	4.079020556454246	0.8539085305350472	0.024205036289197568	0.05297673466452901	0.19530656204059202	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.057642390493340634	0.9999999218089236
ACTA1	0	0	1	0	1	0	437.5586739927667	437.5586739927667	2.0503013379002826	0.8152938571243995	0.018185949364240894	0.03203519241164221	0.3237534504690229	0.9515866181917966	0.8900320297204208	0.8848515201523584	1	0.05775572451024147	0.9999999218089236
LAGE3	0	1	0	0	2	42.495323781481176	0	0	10.764082023976485	0.18813879751767182	0.9614407475649662	0.41281383062040145	0.02518955626044724	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.938079951049759	0.05787946936147448	0.9999999218089236
HKDC1	0	8	0	0	0	138.94283994948754	0	0	0	0.003959110181279812	0.9208192813745353	0.010418582891931205	1	0.32756600500659466	0.9790755787452324	0.5667576586977949	1	0.057970706470869326	0.9999999218089236
SIN3A	0	4	2	0	2	55.66967669875653	260.9191405547973	260.9191405547973	1.2119060292827315	0.06949464597861499	0.007819072800575255	0.027306823691572224	0.3817229790073242	0.661828977162676	0.8900320297204208	0.8729928148338201	1	0.05799379623895473	0.9999999218089236
ACACA	2	1	1	2	0	0.22901744555585932	5.663058712082257	5.663058712082257	0	0.2080006999328361	0.05725962833327669	0.010424334248551714	1	0.6849084872670016	0.9230859674341699	0.5667576586977949	1	0.05799695501998503	0.9999999218089236
MYO1F	1	8	0	1	5	5.144942919019845	5.916474891046033	5.916474891046033	3.525995931420868	0.05615909116262452	0.2331229897399213	0.1446160862265291	0.07212017952600853	0.6560654474341984	0.9790755787452324	0.9591911304025326	1	0.058021614707509994	0.9999999218089236
CAPN1	1	2	0	0	6	1.4826158760495387	0	0	6.503613194906071	0.7400352297949263	0.5802906118594375	0.7728620678103645	0.013514365085660203	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7494119715877214	0.05809005966314784	0.9999999218089236
COPB2	4	3	0	0	6	0.5085483787051108	0	0	5.126883610096848	0.37143922496477	0.23155229752897666	0.39327015622335704	0.026607472212785425	0.7254490684642599	0.9790755787452324	0.9950479874714564	0.9632212101916187	0.05817755565452998	0.9999999218089236
COL5A1	6	4	0	1	10	0.3948491088417824	0.8995517732494791	0.8995517732494791	4.214322488995687	0.1438143555240441	0.9209020937087884	0.32470163116547135	0.03245516735733063	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.05851618297021988	0.9999999218089236
EFEMP1	0	0	1	0	2	0	180.32060201254808	180.32060201254808	3.13770812034942	0.8055310676595154	0.0467757662243119	0.06959055844641915	0.1518790196642389	0.9515866181917966	0.892471418518534	0.8887322843428087	1	0.05865772753290943	0.9999999218089236
NDUFA13	0	1	0	0	2	45.7990982002896	0	0	10.265084844057045	0.17646720215079836	0.9496174608655082	0.3881180104155514	0.027261925449728153	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.9700660273373103	0.058710036993316894	0.9999999218089236
POSTN	3	2	0	1	6	0.4600779490861404	1.8417917877563146	1.8417917877563146	5.55565523818141	0.386895716172845	0.6160661354165893	0.4953455768573415	0.021366095779882657	0.7419249477426852	0.9790755787452324	0.9950479874714564	0.8847672317230418	0.05872257639815304	0.9999999218089236
CLPS	0	2	0	0	1	130.13171317622968	0	0	6.858530139170856	0.027147506390069798	0.9627550507676339	0.0837693777656876	0.12656736717932307	0.6187342674195768	0.9790755787452324	0.8985716122782615	1	0.058808382258054626	0.9999999218089236
RCOR1	0	4	0	0	2	89.06542082370626	0	0	3.189357636733773	0.027324789379508996	0.9263066422972555	0.07140286800756068	0.14892317923762216	0.6200203124269462	0.9790755787452324	0.8915677144862801	1	0.058949613196263684	0.9999999218089236
HSD17B10	1	2	0	0	3	2.6594966692110313	0	0	8.87420502740046	0.40283803398793794	0.7094537423552537	0.6254683169997617	0.017005798999430312	0.7590357689778532	0.9790755787452324	0.9950479874714564	0.819309088427999	0.05896345467465425	0.9999999218089236
FOXF2	1	5	0	0	3	4.895552787918838	0	0	5.224812847593079	0.08858095978436076	0.79924913163187294	0.21322357542798698	0.050186413724444566	0.6696210356282365	0.9790755787452324	0.9950479874714564	1	0.059255577743488774	0.9999999218089236
DHX30	1	5	1	0	7	3.0508042134625772	7.999334293485724	7.999334293485724	4.435893164418763	0.2479525715580495	0.1710453335222799	0.3083311725341904	0.034706765132163885	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.05925671670605426	0.9999999218089236
PRRC2A	2	0	0	1	4	0	2.5793424038940795	2.5793424038940795	1.4365410671479273	0.033177418954794646	0.46757900329405633	0.03693265087702913	0.2904515694908344	0.6344650149133843	0.9790755787452324	0.8884328472409911	1	0.05937451620539658	0.9999999218089236
ODC1	1	3	0	0	4	2.8592056017136365	0	0	6.71007710585547	0.32318255548841257	0.6806279370737827	0.5193993630829301	0.020789776243638047	0.6900134606398034	0.9790755787452324	0.9950479874714564	0.8815952174426381	0.05969649216785944	0.9999999218089236
SHISAL2B	0	1	0	0	2	52.235679552683706	0	0	9.627501934488285	0.15726784110510839	0.9525775291131886	0.3568230648284718	0.030304220466400286	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.05976462597959886	0.9999999218089236
SPINT1	1	5	1	0	3	4.250747885866106	12.07801273597617	12.07801273597617	4.38687116448853	0.12427783464430364	0.11048025561180141	0.15721163835687668	0.06880573015724001	0.6773778469342844	0.9790755787452324	0.9703722727198568	1	0.05978190363559799	0.9999999218089236
ATN1	3	2	0	0	8	0.4277088165067919	0	0	5.20580289320777	0.3438217059750929	0.47724069069034225	0.5394303676517314	0.020080933998370475	0.7020715154321451	0.9790755787452324	0.9950479874714564	0.8626857991843225	0.059850716042805785	0.9999999218089236
MRPL24	0	0	0	0	3	0	0	0	10.714477959349862	0.8381311469182773	0.9371867556807182	0.9774762197522004	0.011105496167735918	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7063966581987318	0.059955191598477287	0.9999999218089236
KCNN4	0	5	0	0	1	120.33431857685052	0	0	1.8107801535661376	0.010487301393283022	0.9359842034309374	0.031004681732041406	0.351046868966374	0.5206905284171354	0.9790755787452324	0.8836656452783508	1	0.06008513848651653	0.9999999218089236
ERICH3	2	0	1	0	3	0	3.352302845038978	3.352302845038978	1.5186425324486743	0.04059172647745124	0.3640562680705415	0.0377980408044013	0.2899043427424972	0.6496019444842366	0.9790755787452324	0.8884328472409911	1	0.060418135940032314	0.9999999218089236
CD6	0	7	1	0	0	143.25819639959363	230.65484595830736	230.65484595830736	0	0.004128980859635645	0.03610780494042387	0.010995495952484835	1	0.3362614370374401	0.8900320297204208	0.5879569593933099	1	0.06058814652202993	0.9999999218089236
MEGF8	3	17	0	0	6	3.0186003802869776	0	0	1.6339014175537037	0.04573305375783221	0.34838591766018245	0.046890665359721084	0.23546242270045883	0.6560654474341984	0.9790755787452324	0.8884328472409911	1	0.06079324145486187	0.9999999218089236
ZNF462	2	6	3	0	4	1.4936625860239536	10.802172097794593	10.802172097794593	1.236559881493908	0.6095838450776947	0.011097337401895446	0.03289442146194421	0.3360505055248822	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.06085270243111318	0.9999999218089236
ANKRD13C	0	0	1	0	2	0	189.4412654256711	189.4412654256711	2.859829910429176	0.8033147722194564	0.044424076552656566	0.06534633529099998	0.1694060770617745	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.06092422664917818	0.9999999218089236
RRAS	0	0	0	0	3	0	0	0	10.616628845565847	0.8344219976054192	0.9496266739431992	0.9772192950971027	0.011343377559276915	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7107839830197357	0.060991323932846564	0.9999999218089236
KANK2	2	0	0	1	2	0	5.54295068310598	5.54295068310598	1.8023579202937368	0.062063005772709845	0.21835682077200558	0.040531838135564935	0.2741542985643377	0.6565186654130568	0.9790755787452324	0.8884328472409911	1	0.06111289557939059	0.9999999218089236
EIF3J	0	2	0	0	2	71.40160714367435	0	0	5.984663364681907	0.06950823350674051	0.9352556259527797	0.17462242319425536	0.06373322977243666	0.661828977162676	0.9790755787452324	0.9950479874714564	1	0.06119060767882312	0.9999999218089236
PPP5C	2	0	1	0	2	0	4.5439527684835115	4.5439527684835115	3.100055622905227	0.08813302461094519	0.26832250858327	0.07249686190347737	0.1540897830672966	0.6696210356282365	0.9790755787452324	0.8942198479653255	1	0.061378439440764265	0.9999999218089236
PHLDA1	0	2	0	0	3	50.051125041870996	0	0	5.783685863629155	0.11258493488647459	0.9496590490134387	0.2700772926471834	0.041364980807895205	0.675099813486543	0.9790755787452324	0.9950479874714564	1	0.06138165879385571	0.9999999218089236
ZNF93	3	14	0	0	1	3.9339470998608754	0	0	1.248009510026259	0.014133239062002145	0.48015641079132476	0.025515058117809186	0.4378882867548299	0.5447314160451678	0.9790755787452324	0.8672777293725783	1	0.061386166863284575	0.9999999218089236
PBDC1	0	0	0	1	1	0	343.9761544656077	343.9761544656077	3.31202523814661	0.8433071909176703	0.02357043651339641	0.04865960755987664	0.22975371250319312	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.06141753654167981	0.9999999218089236
OR4X1	0	1	0	0	3	34.269397089423975	0	0	7.598175546336341	0.2246670203924117	0.9616130323954581	0.4703773759701303	0.02378853504628052	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.9096661024377289	0.06146185402728399	0.9999999218089236
NPHP4	0	6	1	1	0	92.12160709053457	339.3145679563833	339.3145679563833	0	0.018557426250377596	0.004737955509812597	0.011214029787880664	1	0.5870600881616712	0.7148803569224216	0.5963560551984521	1	0.0615716356074687	0.9999999218089236
G6PD	0	2	0	0	4	41.20486446624522	0	0	5.326556053101765	0.1429000991071313	0.9327306904921568	0.31491160098541005	0.035674140491417886	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.061662196747836795	0.9999999218089236
POMGNT1	0	3	0	0	4	52.82541162676774	0	0	4.1389260652940285	0.08603325990322841	0.9086977131402647	0.18537902479771273	0.06063223576777407	0.6696210356282365	0.9790755787452324	0.9950479874714564	1	0.06168797909240642	0.9999999218089236
COL6A2	2	3	0	1	7	1.0246386513722407	4.2853350070779115	4.2853350070779115	5.318722882435439	0.9785799019835119	0.2848671702463612	0.535159209560162	0.0210202118938025	0.989867178418499	0.9790755787452324	0.9950479874714564	0.8836661000020992	0.06172933592332697	0.9999999218089236
FOXI3	0	5	0	0	1	123.07195189076931	0	0	1.8408881371171182	0.009844154751702971	0.955127861254508	0.03241886542444061	0.3473649849441732	0.5095405495678317	0.9790755787452324	0.8862370739063371	1	0.06178326304418691	0.9999999218089236
CLSTN1	0	3	0	0	5	52.78978732772365	0	0	3.946099316325391	0.0861231008530362	0.92226114249316	0.19707674331975167	0.0571484848858009	0.6696210356282365	0.9790755787452324	0.9950479874714564	1	0.06178980674514678	0.9999999218089236
